0.576081,0.568511,0.5867
0.582882,0.575573,0.59395
0.590251,0.582318,0.600808
0.59722,0.589812,0.608275
0.604838,0.597096,0.615006
0.61202,0.604944,0.622663
0.619737,0.612503,0.629337
0.627478,0.620572,0.638323
0.635375,0.629336,0.645651
0.643247,0.637311,0.653945
0.651137,0.645237,0.662138
0.659948,0.65433,0.670967
0.668045,0.662552,0.678445
0.676017,0.671075,0.687066
0.685298,0.680676,0.695711
0.693703,0.689803,0.704642
0.703387,0.698783,0.713908
0.712495,0.708102,0.723231
0.722267,0.7176,0.731517
0.731671,0.727473,0.741757
0.741403,0.737846,0.750658
0.750629,0.746915,0.760406
0.760576,0.757336,0.769617
0.770982,0.767385,0.779497
0.781114,0.777773,0.789852
0.791934,0.789113,0.799319
0.802593,0.800863,0.810378
0.814052,0.811903,0.821089
0.825346,0.823308,0.832079
0.836506,0.836711,0.843728
0.848903,0.848251,0.854802
0.860955,0.861249,0.866509
0.873703,0.874548,0.878943
0.886687,0.888417,0.891649
0.899851,0.901735,0.904057
0.913435,0.914942,0.916551
0.926559,0.928245,0.930425
0.94038,0.941743,0.943615
0.954452,0.955607,0.957934
0.970049,0.970097,0.97109
0.984523,0.985406,0.985163
1,1,1
1.01515,1.01618,1.01473
1.03092,1.033,1.02977
1.04662,1.05002,1.04533
1.06175,1.06647,1.06009
1.0779,1.08313,1.07604
1.09431,1.10014,1.09204
1.11048,1.11683,1.10787
1.12684,1.13321,1.12478
1.14447,1.14946,1.14068
1.16176,1.16602,1.15742
1.17851,1.18289,1.17364
1.19681,1.19991,1.19059
1.21425,1.21683,1.20806
1.23119,1.23403,1.22519
1.24854,1.25209,1.24246
1.26633,1.27135,1.25952
1.28456,1.28893,1.27671
1.30162,1.30625,1.29463
1.31942,1.325,1.31158
1.3371,1.34342,1.32977
1.35513,1.36124,1.34748
1.37307,1.37974,1.36545
1.39068,1.39711,1.3836
1.4091,1.4153,1.40058
1.42662,1.43448,1.41865
1.44567,1.45348,1.43675
1.46331,1.47053,1.45509
1.48118,1.48786,1.47235
1.4997,1.50652,1.4903
1.51822,1.52581,1.50829
1.53626,1.5422,1.52557
1.55416,1.56124,1.54331
1.57336,1.58104,1.56325
1.59087,1.60044,1.58083
1.60934,1.62055,1.59965
1.62803,1.63927,1.61955
1.64597,1.659,1.63734
1.66561,1.67734,1.65776
1.68496,1.69903,1.67666
1.7034,1.71781,1.6947
1.72351,1.73765,1.71535
1.74398,1.75946,1.73492
1.76415,1.77951,1.75576
1.78397,1.79982,1.77592
1.8046,1.82046,1.79597
1.82542,1.84121,1.81662
1.84493,1.86093,1.83775
1.86527,1.8808,1.85924
1.88641,1.89996,1.88024
1.90805,1.921,1.90141
1.92898,1.94385,1.92363
1.95076,1.9649,1.94625
1.97302,1.98673,1.96884
1.99586,2.00841,1.9913
2.01761,2.03167,2.01483
2.04026,2.05602,2.0377
2.06256,2.07909,2.06034
2.08554,2.10353,2.08625
2.1101,2.12862,2.10978
2.13414,2.15348,2.13474
2.15748,2.17843,2.15984
2.18355,2.20486,2.18432
2.20902,2.2302,2.2123
2.23565,2.25609,2.23934
2.26199,2.28292,2.26727
2.29078,2.31003,2.29461
2.31859,2.3367,2.32377
2.34826,2.3642,2.35299
2.37852,2.39308,2.38288
2.40994,2.42298,2.41222
2.44246,2.45403,2.44513
2.47328,2.48673,2.47797
2.50605,2.51939,2.51184
2.54278,2.5548,2.54695
2.57703,2.59008,2.58339
2.61447,2.62631,2.61862
2.65083,2.66227,2.6549
2.68619,2.70054,2.69567
2.72608,2.73783,2.73504
2.76719,2.77736,2.7752
2.80806,2.81572,2.81718
2.84982,2.85801,2.86
2.89318,2.90085,2.90287
2.93626,2.94189,2.94693
2.98036,2.98482,2.99291
3.0253,3.02796,3.03753
3.07176,3.07322,3.08697
3.12037,3.11982,3.13559
3.16699,3.16786,3.18647
3.21846,3.21868,3.23777
3.26699,3.27059,3.29308
3.3191,3.32247,3.34619
3.37299,3.37501,3.40363
3.42915,3.43306,3.46278
3.48755,3.48743,3.52268
3.54786,3.5492,3.58443
3.6083,3.60825,3.65023
3.67034,3.66881,3.71569
3.73397,3.72992,3.78344
3.80072,3.7921,3.85364
3.86996,3.85852,3.92762
3.94105,3.92797,4.00248
4.01506,3.99768,4.07863
4.08733,4.0723,4.15999
4.16471,4.15107,4.24307
4.24632,4.23223,4.32684
4.32943,4.31514,4.41637
4.41404,4.40148,4.5104
4.50482,4.4899,4.60364
4.59604,4.5777,4.70116
4.69327,4.66695,4.80076
4.79492,4.76139,4.90809
4.89997,4.86282,5.01903
5.00692,4.96615,5.1353
5.12011,5.079,5.25399
5.23862,5.19708,5.37771
5.35861,5.31673,5.50636
5.48549,5.44149,5.64031
5.61652,5.56899,5.77668
5.75168,5.70077,5.91663
5.89325,5.83554,6.06288
6.03452,5.97274,6.21095
6.18409,6.11487,6.36854
6.33567,6.26505,6.52783
6.49285,6.42081,6.69462
6.65141,6.58334,6.86693
6.81958,6.74801,7.04632
170.43,172.379,133.783
